instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,daylight_hours
229,2011-01-10,Spring,0,1,19,0,1,1,Clear,0.16,0.1667,0.47,0.1642,3,92,95,9.627777777777778
230,2011-01-10,Spring,0,1,20,0,1,1,Clear,0.16,0.1667,0.5,0.1642,1,73,74,9.627777777777778
231,2011-01-10,Spring,0,1,21,0,1,1,Clear,0.14,0.1364,0.59,0.194,1,37,38,9.627777777777778
232,2011-01-10,Spring,0,1,22,0,1,1,Clear,0.14,0.1515,0.59,0.1642,2,22,24,9.627777777777778
233,2011-01-10,Spring,0,1,23,0,1,1,Clear,0.14,0.1515,0.59,0.1642,0,18,18,9.627777777777778
234,2011-01-11,Spring,0,1,0,0,2,1,Clear,0.14,0.1667,0.59,0.1045,2,10,12,9.6475
235,2011-01-11,Spring,0,1,1,0,2,1,Clear,0.14,0.1515,0.59,0.1642,0,3,3,9.6475
236,2011-01-11,Spring,0,1,2,0,2,1,Mist,0.16,0.1515,0.55,0.194,0,3,3,9.6475
237,2011-01-11,Spring,0,1,5,0,2,1,Mist,0.16,0.1818,0.55,0.1343,0,6,6,9.6475
238,2011-01-11,Spring,0,1,6,0,2,1,Mist,0.16,0.1818,0.55,0.1343,0,27,27,9.6475
239,2011-01-11,Spring,0,1,7,0,2,1,Mist,0.16,0.2273,0.55,0.0,2,97,99,9.6475
240,2011-01-11,Spring,0,1,8,0,2,1,Mist,0.18,0.2121,0.51,0.0896,3,214,217,9.6475
241,2011-01-11,Spring,0,1,9,0,2,1,Mist,0.18,0.197,0.51,0.1642,3,127,130,9.6475
242,2011-01-11,Spring,0,1,10,0,2,1,Mist,0.2,0.2121,0.51,0.1642,3,51,54,9.6475
243,2011-01-11,Spring,0,1,11,0,2,1,Mist,0.2,0.2121,0.47,0.1343,4,31,35,9.6475
244,2011-01-11,Spring,0,1,12,0,2,1,Mist,0.2,0.2273,0.51,0.1045,2,55,57,9.6475
245,2011-01-11,Spring,0,1,13,0,2,1,Mist,0.2,0.2273,0.59,0.0896,6,46,52,9.6475
246,2011-01-11,Spring,0,1,14,0,2,1,Mist,0.2,0.2273,0.59,0.0896,3,60,63,9.6475
247,2011-01-11,Spring,0,1,15,0,2,1,Mist,0.16,0.197,0.8,0.0896,2,45,47,9.6475
248,2011-01-11,Spring,0,1,16,0,2,1,Mist,0.16,0.1515,0.86,0.2239,4,72,76,9.6475
249,2011-01-11,Spring,0,1,17,0,2,1,Mist,0.16,0.1515,0.86,0.2239,6,130,136,9.6475
250,2011-01-11,Spring,0,1,18,0,2,1,Light Snow,0.16,0.1818,0.93,0.1045,1,94,95,9.6475
251,2011-01-11,Spring,0,1,19,0,2,1,Light Snow,0.16,0.2273,0.93,0.0,0,51,51,9.6475
252,2011-01-11,Spring,0,1,20,0,2,1,Light Snow,0.16,0.1515,0.93,0.194,0,32,32,9.6475
253,2011-01-11,Spring,0,1,21,0,2,1,Light Snow,0.16,0.197,0.86,0.0896,0,20,20,9.6475
254,2011-01-11,Spring,0,1,22,0,2,1,Light Snow,0.16,0.1818,0.93,0.1045,1,28,29,9.6475
255,2011-01-11,Spring,0,1,23,0,2,1,Light Snow,0.16,0.197,0.93,0.0896,1,18,19,9.6475
256,2011-01-12,Spring,0,1,0,0,3,1,Mist,0.16,0.197,0.86,0.0896,0,7,7,9.668333333333333
257,2011-01-12,Spring,0,1,1,0,3,1,Mist,0.16,0.1818,0.86,0.1045,0,6,6,9.668333333333333
258,2011-01-12,Spring,0,1,2,0,3,1,Clear,0.14,0.1515,0.86,0.1343,0,1,1,9.668333333333333
259,2011-01-12,Spring,0,1,5,0,3,1,Clear,0.14,0.1515,0.86,0.1642,0,5,5,9.668333333333333
260,2011-01-12,Spring,0,1,6,0,3,1,Clear,0.12,0.1515,0.93,0.1343,0,16,16,9.668333333333333
261,2011-01-12,Spring,0,1,7,0,3,1,Clear,0.14,0.1515,0.69,0.1343,0,54,54,9.668333333333333
262,2011-01-12,Spring,0,1,8,0,3,1,Clear,0.16,0.1667,0.59,0.1642,3,125,128,9.668333333333333
263,2011-01-12,Spring,0,1,9,0,3,1,Clear,0.16,0.1364,0.59,0.3284,3,78,81,9.668333333333333
264,2011-01-12,Spring,0,1,10,0,3,1,Clear,0.18,0.1818,0.55,0.2239,0,39,39,9.668333333333333
265,2011-01-12,Spring,0,1,11,0,3,1,Clear,0.2,0.1818,0.51,0.3881,3,32,35,9.668333333333333
266,2011-01-12,Spring,0,1,12,0,3,1,Clear,0.2,0.1515,0.47,0.5821,3,52,55,9.668333333333333
267,2011-01-12,Spring,0,1,13,0,3,1,Clear,0.22,0.197,0.44,0.3582,0,49,49,9.668333333333333
268,2011-01-12,Spring,0,1,14,0,3,1,Clear,0.2,0.1818,0.47,0.3284,0,44,44,9.668333333333333
269,2011-01-12,Spring,0,1,15,0,3,1,Clear,0.2,0.1667,0.47,0.4179,1,48,49,9.668333333333333
270,2011-01-12,Spring,0,1,16,0,3,1,Clear,0.22,0.197,0.44,0.3284,5,63,68,9.668333333333333
271,2011-01-12,Spring,0,1,17,0,3,1,Clear,0.2,0.1818,0.47,0.3582,0,139,139,9.668333333333333
272,2011-01-12,Spring,0,1,18,0,3,1,Clear,0.2,0.1515,0.47,0.5224,2,135,137,9.668333333333333
273,2011-01-12,Spring,0,1,19,0,3,1,Clear,0.18,0.1515,0.47,0.4179,1,82,83,9.668333333333333
274,2011-01-12,Spring,0,1,20,0,3,1,Clear,0.16,0.1364,0.5,0.3284,2,54,56,9.668333333333333
275,2011-01-12,Spring,0,1,21,0,3,1,Clear,0.16,0.1364,0.55,0.3284,0,57,57,9.668333333333333
276,2011-01-12,Spring,0,1,22,0,3,1,Clear,0.16,0.1212,0.55,0.4478,1,32,33,9.668333333333333
277,2011-01-12,Spring,0,1,23,0,3,1,Clear,0.14,0.1061,0.59,0.4179,1,19,20,9.668333333333333
278,2011-01-13,Spring,0,1,0,0,4,1,Clear,0.14,0.1212,0.59,0.2836,1,6,7,9.69
279,2011-01-13,Spring,0,1,1,0,4,1,Clear,0.14,0.1212,0.5,0.2836,0,2,2,9.69
280,2011-01-13,Spring,0,1,2,0,4,1,Clear,0.14,0.1212,0.5,0.3582,0,2,2,9.69
281,2011-01-13,Spring,0,1,3,0,4,1,Clear,0.14,0.1212,0.5,0.3284,0,3,3,9.69
282,2011-01-13,Spring,0,1,4,0,4,1,Clear,0.14,0.1212,0.5,0.2537,0,4,4,9.69
283,2011-01-13,Spring,0,1,5,0,4,1,Clear,0.14,0.1212,0.5,0.2985,0,3,3,9.69
284,2011-01-13,Spring,0,1,6,0,4,1,Clear,0.12,0.1515,0.54,0.1343,0,28,28,9.69
285,2011-01-13,Spring,0,1,7,0,4,1,Clear,0.12,0.1515,0.54,0.1343,0,72,72,9.69
286,2011-01-13,Spring,0,1,8,0,4,1,Clear,0.14,0.1364,0.5,0.194,5,197,202,9.69
287,2011-01-13,Spring,0,1,9,0,4,1,Clear,0.14,0.1212,0.5,0.3284,2,137,139,9.69
288,2011-01-13,Spring,0,1,10,0,4,1,Mist,0.16,0.1364,0.5,0.3582,2,36,38,9.69
289,2011-01-13,Spring,0,1,11,0,4,1,Mist,0.2,0.1667,0.44,0.4478,4,33,37,9.69
290,2011-01-13,Spring,0,1,12,0,4,1,Clear,0.2,0.1667,0.44,0.4179,3,49,52,9.69
291,2011-01-13,Spring,0,1,13,0,4,1,Clear,0.22,0.197,0.41,0.4478,2,81,83,9.69
292,2011-01-13,Spring,0,1,14,0,4,1,Clear,0.22,0.197,0.41,0.3881,3,39,42,9.69
293,2011-01-13,Spring,0,1,15,0,4,1,Clear,0.24,0.2121,0.38,0.2985,5,55,60,9.69
294,2011-01-13,Spring,0,1,16,0,4,1,Clear,0.24,0.2121,0.38,0.3582,2,76,78,9.69
295,2011-01-13,Spring,0,1,17,0,4,1,Clear,0.2,0.1818,0.4,0.2836,4,158,162,9.69
296,2011-01-13,Spring,0,1,18,0,4,1,Clear,0.2,0.1818,0.4,0.3284,3,141,144,9.69
297,2011-01-13,Spring,0,1,19,0,4,1,Clear,0.16,0.1515,0.47,0.2537,1,98,99,9.69
298,2011-01-13,Spring,0,1,20,0,4,1,Clear,0.16,0.1515,0.47,0.2239,0,64,64,9.69
299,2011-01-13,Spring,0,1,21,0,4,1,Clear,0.14,0.1212,0.46,0.2985,0,40,40,9.69
300,2011-01-13,Spring,0,1,22,0,4,1,Clear,0.14,0.1212,0.46,0.3284,0,30,30,9.69
301,2011-01-13,Spring,0,1,23,0,4,1,Clear,0.12,0.1364,0.5,0.194,1,14,15,9.69
302,2011-01-14,Spring,0,1,0,0,5,1,Clear,0.12,0.1364,0.5,0.194,0,14,14,9.7125
303,2011-01-14,Spring,0,1,1,0,5,1,Clear,0.1,0.1212,0.54,0.1642,0,5,5,9.7125
304,2011-01-14,Spring,0,1,2,0,5,1,Clear,0.1,0.1212,0.54,0.1343,0,1,1,9.7125
305,2011-01-14,Spring,0,1,3,0,5,1,Clear,0.1,0.1364,0.54,0.1045,0,1,1,9.7125
306,2011-01-14,Spring,0,1,5,0,5,1,Clear,0.1,0.1364,0.54,0.0896,0,8,8,9.7125
307,2011-01-14,Spring,0,1,6,0,5,1,Clear,0.1,0.1818,0.54,0.0,0,17,17,9.7125
308,2011-01-14,Spring,0,1,7,0,5,1,Clear,0.1,0.1212,0.74,0.1642,0,70,70,9.7125
309,2011-01-14,Spring,0,1,8,0,5,1,Clear,0.12,0.1667,0.68,0.0,2,156,158,9.7125
310,2011-01-14,Spring,0,1,9,0,5,1,Clear,0.14,0.1515,0.69,0.1343,0,117,117,9.7125
311,2011-01-14,Spring,0,1,10,0,5,1,Clear,0.18,0.1818,0.55,0.194,4,40,44,9.7125
312,2011-01-14,Spring,0,1,11,0,5,1,Clear,0.18,0.1667,0.51,0.2836,6,47,53,9.7125
313,2011-01-14,Spring,0,1,12,0,5,1,Clear,0.2,0.197,0.44,0.2537,2,59,61,9.7125
314,2011-01-14,Spring,0,1,13,0,5,1,Clear,0.22,0.197,0.37,0.3881,4,73,77,9.7125
315,2011-01-14,Spring,0,1,14,0,5,1,Clear,0.22,0.2121,0.41,0.2836,5,59,64,9.7125
316,2011-01-14,Spring,0,1,15,0,5,1,Clear,0.24,0.2424,0.38,0.1642,9,59,68,9.7125
317,2011-01-14,Spring,0,1,16,0,5,1,Clear,0.22,0.2424,0.41,0.1045,3,87,90,9.7125
318,2011-01-14,Spring,0,1,17,0,5,1,Clear,0.22,0.2273,0.41,0.1642,4,155,159,9.7125
319,2011-01-14,Spring,0,1,18,0,5,1,Clear,0.2,0.2576,0.47,0.0,5,134,139,9.7125
320,2011-01-14,Spring,0,1,19,0,5,1,Clear,0.16,0.197,0.59,0.0896,3,89,92,9.7125
321,2011-01-14,Spring,0,1,20,0,5,1,Clear,0.18,0.2424,0.59,0.0,0,68,68,9.7125
322,2011-01-14,Spring,0,1,21,0,5,1,Clear,0.16,0.2273,0.69,0.0,4,48,52,9.7125
323,2011-01-14,Spring,0,1,22,0,5,1,Mist,0.16,0.2273,0.69,0.0,2,34,36,9.7125
324,2011-01-14,Spring,0,1,23,0,5,1,Mist,0.18,0.2424,0.55,0.0,1,26,27,9.7125
325,2011-01-15,Spring,0,1,0,0,6,0,Clear,0.18,0.2424,0.55,0.0,3,25,28,9.735833333333334
326,2011-01-15,Spring,0,1,1,0,6,0,Mist,0.16,0.197,0.59,0.0896,2,18,20,9.735833333333334
327,2011-01-15,Spring,0,1,2,0,6,0,Mist,0.16,0.197,0.59,0.0896,0,12,12,9.735833333333334
328,2011-01-15,Spring,0,1,3,0,6,0,Mist,0.16,0.2273,0.59,0.0,1,7,8,9.735833333333334
329,2011-01-15,Spring,0,1,4,0,6,0,Mist,0.16,0.2273,0.59,0.0,0,5,5,9.735833333333334
330,2011-01-15,Spring,0,1,5,0,6,0,Clear,0.16,0.2273,0.59,0.0,0,1,1,9.735833333333334
331,2011-01-15,Spring,0,1,6,0,6,0,Clear,0.14,0.1667,0.63,0.1045,1,2,3,9.735833333333334
332,2011-01-15,Spring,0,1,7,0,6,0,Clear,0.14,0.2121,0.63,0.0,1,9,10,9.735833333333334
333,2011-01-15,Spring,0,1,8,0,6,0,Clear,0.14,0.1515,0.63,0.1343,1,22,23,9.735833333333334
334,2011-01-15,Spring,0,1,9,0,6,0,Clear,0.16,0.1818,0.64,0.1343,2,31,33,9.735833333333334
335,2011-01-15,Spring,0,1,10,0,6,0,Clear,0.18,0.197,0.59,0.1642,2,57,59,9.735833333333334
336,2011-01-15,Spring,0,1,11,0,6,0,Clear,0.2,0.197,0.55,0.2239,18,54,72,9.735833333333334
337,2011-01-15,Spring,0,1,12,0,6,0,Clear,0.24,0.2273,0.48,0.2239,15,74,89,9.735833333333334
338,2011-01-15,Spring,0,1,13,0,6,0,Clear,0.28,0.2576,0.38,0.2985,21,80,101,9.735833333333334
339,2011-01-15,Spring,0,1,14,0,6,0,Clear,0.3,0.2879,0.39,0.2836,26,92,118,9.735833333333334
340,2011-01-15,Spring,0,1,15,0,6,0,Mist,0.32,0.3182,0.36,0.194,21,108,129,9.735833333333334
341,2011-01-15,Spring,0,1,16,0,6,0,Mist,0.34,0.3333,0.34,0.194,33,95,128,9.735833333333334
342,2011-01-15,Spring,0,1,17,0,6,0,Mist,0.32,0.303,0.36,0.2836,29,54,83,9.735833333333334
343,2011-01-15,Spring,0,1,18,0,6,0,Mist,0.3,0.2879,0.45,0.2537,15,69,84,9.735833333333334
344,2011-01-15,Spring,0,1,19,0,6,0,Mist,0.32,0.303,0.39,0.2537,14,60,74,9.735833333333334
345,2011-01-15,Spring,0,1,20,0,6,0,Mist,0.32,0.303,0.39,0.2537,6,35,41,9.735833333333334
346,2011-01-15,Spring,0,1,21,0,6,0,Mist,0.32,0.303,0.39,0.2239,6,51,57,9.735833333333334
347,2011-01-15,Spring,0,1,22,0,6,0,Mist,0.3,0.3182,0.42,0.1045,0,26,26,9.735833333333334
348,2011-01-15,Spring,0,1,23,0,6,0,Clear,0.3,0.2879,0.45,0.2836,5,39,44,9.735833333333334
349,2011-01-16,Spring,0,1,0,0,0,0,Clear,0.26,0.303,0.56,0.0,6,33,39,9.759722222222223
350,2011-01-16,Spring,0,1,1,0,0,0,Clear,0.26,0.2727,0.56,0.1343,4,19,23,9.759722222222223
351,2011-01-16,Spring,0,1,2,0,0,0,Clear,0.26,0.2879,0.56,0.0896,3,13,16,9.759722222222223
352,2011-01-16,Spring,0,1,3,0,0,0,Clear,0.22,0.2727,0.69,0.0,9,6,15,9.759722222222223
353,2011-01-16,Spring,0,1,4,0,0,0,Clear,0.26,0.2576,0.56,0.1642,0,1,1,9.759722222222223
354,2011-01-16,Spring,0,1,5,0,0,0,Mist,0.26,0.2576,0.56,0.1642,1,1,2,9.759722222222223
355,2011-01-16,Spring,0,1,6,0,0,0,Mist,0.26,0.2576,0.56,0.1642,0,1,1,9.759722222222223
356,2011-01-16,Spring,0,1,7,0,0,0,Mist,0.24,0.2121,0.56,0.2985,0,3,3,9.759722222222223
357,2011-01-16,Spring,0,1,8,0,0,0,Clear,0.22,0.2121,0.55,0.2836,0,18,18,9.759722222222223
358,2011-01-16,Spring,0,1,9,0,0,0,Clear,0.22,0.2121,0.51,0.2537,3,29,32,9.759722222222223
359,2011-01-16,Spring,0,1,10,0,0,0,Clear,0.22,0.2121,0.51,0.2836,8,71,79,9.759722222222223
360,2011-01-16,Spring,0,1,11,0,0,0,Clear,0.24,0.2273,0.44,0.2537,23,70,93,9.759722222222223
361,2011-01-16,Spring,0,1,12,0,0,0,Clear,0.24,0.2121,0.41,0.2836,29,75,104,9.759722222222223
362,2011-01-16,Spring,0,1,13,0,0,0,Clear,0.26,0.2273,0.35,0.2985,23,95,118,9.759722222222223
363,2011-01-16,Spring,0,1,14,0,0,0,Clear,0.28,0.2727,0.36,0.2537,22,69,91,9.759722222222223
364,2011-01-16,Spring,0,1,15,0,0,0,Clear,0.26,0.2424,0.38,0.2537,35,78,113,9.759722222222223
365,2011-01-16,Spring,0,1,16,0,0,0,Clear,0.24,0.2273,0.38,0.2239,22,77,99,9.759722222222223
366,2011-01-16,Spring,0,1,17,0,0,0,Clear,0.22,0.2121,0.37,0.2537,23,82,105,9.759722222222223
367,2011-01-16,Spring,0,1,18,0,0,0,Clear,0.2,0.2121,0.4,0.1642,11,56,67,9.759722222222223
368,2011-01-16,Spring,0,1,19,0,0,0,Clear,0.18,0.197,0.47,0.1343,14,47,61,9.759722222222223
369,2011-01-16,Spring,0,1,20,0,0,0,Clear,0.18,0.197,0.47,0.1642,7,50,57,9.759722222222223
370,2011-01-16,Spring,0,1,21,0,0,0,Clear,0.18,0.197,0.51,0.1642,6,22,28,9.759722222222223
371,2011-01-16,Spring,0,1,22,0,0,0,Mist,0.2,0.2121,0.49,0.1343,2,19,21,9.759722222222223
372,2011-01-16,Spring,0,1,23,0,0,0,Mist,0.2,0.2273,0.4,0.1045,0,18,18,9.759722222222223
373,2011-01-17,Spring,0,1,0,1,1,0,Mist,0.2,0.197,0.47,0.2239,1,16,17,9.784722222222221
374,2011-01-17,Spring,0,1,1,1,1,0,Mist,0.2,0.197,0.44,0.194,1,15,16,9.784722222222221
375,2011-01-17,Spring,0,1,2,1,1,0,Mist,0.18,0.1667,0.43,0.2537,0,8,8,9.784722222222221
376,2011-01-17,Spring,0,1,3,1,1,0,Mist,0.18,0.1818,0.43,0.194,0,2,2,9.784722222222221
377,2011-01-17,Spring,0,1,4,1,1,0,Mist,0.18,0.197,0.43,0.1343,1,2,3,9.784722222222221
378,2011-01-17,Spring,0,1,5,1,1,0,Mist,0.18,0.197,0.43,0.1642,0,1,1,9.784722222222221
379,2011-01-17,Spring,0,1,6,1,1,0,Mist,0.18,0.1818,0.43,0.194,0,5,5,9.784722222222221
380,2011-01-17,Spring,0,1,7,1,1,0,Mist,0.16,0.1818,0.5,0.1343,4,9,13,9.784722222222221
381,2011-01-17,Spring,0,1,8,1,1,0,Mist,0.16,0.1515,0.47,0.2239,3,30,33,9.784722222222221
382,2011-01-17,Spring,0,1,9,1,1,0,Mist,0.16,0.1515,0.47,0.2239,8,39,47,9.784722222222221
383,2011-01-17,Spring,0,1,10,1,1,0,Mist,0.16,0.1515,0.5,0.2537,7,50,57,9.784722222222221
384,2011-01-17,Spring,0,1,11,1,1,0,Mist,0.16,0.1515,0.55,0.194,9,55,64,9.784722222222221
385,2011-01-17,Spring,0,1,12,1,1,0,Mist,0.18,0.197,0.47,0.1343,10,70,80,9.784722222222221
386,2011-01-17,Spring,0,1,13,1,1,0,Mist,0.18,0.197,0.47,0.1343,13,80,93,9.784722222222221
387,2011-01-17,Spring,0,1,14,1,1,0,Mist,0.18,0.2121,0.43,0.1045,12,74,86,9.784722222222221
388,2011-01-17,Spring,0,1,15,1,1,0,Mist,0.2,0.2121,0.47,0.1642,21,72,93,9.784722222222221
389,2011-01-17,Spring,0,1,16,1,1,0,Mist,0.2,0.2121,0.47,0.1642,6,76,82,9.784722222222221
390,2011-01-17,Spring,0,1,17,1,1,0,Clear,0.2,0.197,0.51,0.194,4,67,71,9.784722222222221
391,2011-01-17,Spring,0,1,18,1,1,0,Mist,0.18,0.1667,0.55,0.2537,7,85,92,9.784722222222221
392,2011-01-17,Spring,0,1,19,1,1,0,Light Snow,0.18,0.1818,0.59,0.194,2,58,60,9.784722222222221
393,2011-01-17,Spring,0,1,20,1,1,0,Light Snow,0.16,0.1515,0.8,0.194,4,29,33,9.784722222222221
394,2011-01-17,Spring,0,1,21,1,1,0,Light Snow,0.16,0.1515,0.8,0.194,3,24,27,9.784722222222221
395,2011-01-17,Spring,0,1,22,1,1,0,Light Snow,0.14,0.1212,0.93,0.2537,0,13,13,9.784722222222221
396,2011-01-17,Spring,0,1,23,1,1,0,Light Snow,0.16,0.1364,0.86,0.2836,1,3,4,9.784722222222221
397,2011-01-18,Spring,0,1,12,0,2,1,Mist,0.2,0.1818,0.86,0.3284,0,3,3,9.810277777777777
398,2011-01-18,Spring,0,1,13,0,2,1,Mist,0.2,0.197,0.86,0.2239,0,22,22,9.810277777777777
399,2011-01-18,Spring,0,1,14,0,2,1,Mist,0.22,0.2273,0.8,0.1642,2,26,28,9.810277777777777
400,2011-01-18,Spring,0,1,15,0,2,1,Mist,0.22,0.2273,0.87,0.1642,3,32,35,9.810277777777777
401,2011-01-18,Spring,0,1,16,0,2,1,Mist,0.22,0.2273,0.87,0.194,0,61,61,9.810277777777777
402,2011-01-18,Spring,0,1,17,0,2,1,Mist,0.22,0.2273,0.82,0.194,1,124,125,9.810277777777777
403,2011-01-18,Spring,0,1,18,0,2,1,Mist,0.22,0.2273,0.8,0.1642,1,132,133,9.810277777777777
404,2011-01-18,Spring,0,1,19,0,2,1,Mist,0.22,0.2273,0.8,0.1343,1,98,99,9.810277777777777
405,2011-01-18,Spring,0,1,20,0,2,1,Mist,0.22,0.2727,0.87,0.0,0,83,83,9.810277777777777
406,2011-01-18,Spring,0,1,21,0,2,1,Mist,0.22,0.2424,0.93,0.1045,0,41,41,9.810277777777777
407,2011-01-18,Spring,0,1,22,0,2,1,Mist,0.22,0.2576,0.93,0.0896,0,33,33,9.810277777777777
408,2011-01-18,Spring,0,1,23,0,2,1,Mist,0.22,0.2727,0.93,0.0,1,19,20,9.810277777777777
409,2011-01-19,Spring,0,1,0,0,3,1,Mist,0.22,0.2727,0.93,0.0,0,3,3,9.836388888888889
410,2011-01-19,Spring,0,1,1,0,3,1,Light Snow,0.22,0.2273,0.93,0.1343,1,6,7,9.836388888888889
411,2011-01-19,Spring,0,1,2,0,3,1,Light Snow,0.22,0.2273,0.93,0.1343,0,3,3,9.836388888888889
412,2011-01-19,Spring,0,1,4,0,3,1,Light Snow,0.22,0.2273,0.93,0.1343,1,1,2,9.836388888888889
413,2011-01-19,Spring,0,1,5,0,3,1,Mist,0.22,0.2576,0.93,0.0896,0,7,7,9.836388888888889
414,2011-01-19,Spring,0,1,6,0,3,1,Mist,0.22,0.2576,0.93,0.0896,0,32,32,9.836388888888889
415,2011-01-19,Spring,0,1,7,0,3,1,Mist,0.24,0.2576,0.92,0.1045,1,89,90,9.836388888888889
416,2011-01-19,Spring,0,1,8,0,3,1,Mist,0.24,0.2576,0.93,0.1045,1,196,197,9.836388888888889
417,2011-01-19,Spring,0,1,9,0,3,1,Mist,0.24,0.2576,0.93,0.1045,2,107,109,9.836388888888889
418,2011-01-19,Spring,0,1,10,0,3,1,Mist,0.26,0.2727,0.93,0.1343,1,46,47,9.836388888888889
419,2011-01-19,Spring,0,1,11,0,3,1,Mist,0.28,0.303,0.87,0.0896,5,47,52,9.836388888888889
420,2011-01-19,Spring,0,1,12,0,3,1,Mist,0.3,0.3182,0.81,0.0896,5,65,70,9.836388888888889
421,2011-01-19,Spring,0,1,13,0,3,1,Clear,0.4,0.4091,0.62,0.2836,11,67,78,9.836388888888889
422,2011-01-19,Spring,0,1,14,0,3,1,Clear,0.4,0.4091,0.58,0.2537,7,68,75,9.836388888888889
423,2011-01-19,Spring,0,1,15,0,3,1,Clear,0.4,0.4091,0.54,0.2836,4,78,82,9.836388888888889
424,2011-01-19,Spring,0,1,16,0,3,1,Clear,0.38,0.3939,0.58,0.3881,10,94,104,9.836388888888889
425,2011-01-19,Spring,0,1,17,0,3,1,Clear,0.36,0.3333,0.57,0.3284,7,190,197,9.836388888888889
426,2011-01-19,Spring,0,1,18,0,3,1,Clear,0.34,0.3182,0.61,0.2836,5,156,161,9.836388888888889
427,2011-01-19,Spring,0,1,19,0,3,1,Clear,0.32,0.2879,0.57,0.4179,4,108,112,9.836388888888889
428,2011-01-19,Spring,0,1,20,0,3,1,Clear,0.32,0.303,0.49,0.2985,2,74,76,9.836388888888889
429,2011-01-19,Spring,0,1,21,0,3,1,Clear,0.32,0.2879,0.49,0.4179,4,55,59,9.836388888888889
430,2011-01-19,Spring,0,1,22,0,3,1,Clear,0.3,0.303,0.52,0.1642,6,53,59,9.836388888888889
431,2011-01-19,Spring,0,1,23,0,3,1,Clear,0.3,0.2727,0.52,0.4627,1,27,28,9.836388888888889
432,2011-01-20,Spring,0,1,0,0,4,1,Clear,0.26,0.2273,0.56,0.3881,5,8,13,9.863333333333333
433,2011-01-20,Spring,0,1,1,0,4,1,Clear,0.26,0.2727,0.56,0.0,2,3,5,9.863333333333333
434,2011-01-20,Spring,0,1,2,0,4,1,Clear,0.26,0.2727,0.56,0.0,0,2,2,9.863333333333333
435,2011-01-20,Spring,0,1,3,0,4,1,Clear,0.26,0.2576,0.56,0.1642,0,1,1,9.863333333333333
436,2011-01-20,Spring,0,1,4,0,4,1,Clear,0.26,0.2576,0.56,0.1642,0,1,1,9.863333333333333
437,2011-01-20,Spring,0,1,5,0,4,1,Clear,0.24,0.2273,0.6,0.2239,0,6,6,9.863333333333333
438,2011-01-20,Spring,0,1,6,0,4,1,Clear,0.22,0.2121,0.6,0.2239,0,35,35,9.863333333333333
439,2011-01-20,Spring,0,1,7,0,4,1,Clear,0.22,0.2121,0.55,0.2239,1,100,101,9.863333333333333
440,2011-01-20,Spring,0,1,8,0,4,1,Clear,0.22,0.2121,0.55,0.2836,2,247,249,9.863333333333333
441,2011-01-20,Spring,0,1,9,0,4,1,Mist,0.24,0.2273,0.52,0.2239,3,140,143,9.863333333333333
442,2011-01-20,Spring,0,1,10,0,4,1,Clear,0.26,0.2273,0.48,0.2985,1,56,57,9.863333333333333
443,2011-01-20,Spring,0,1,11,0,4,1,Mist,0.28,0.2727,0.45,0.1642,5,63,68,9.863333333333333
444,2011-01-20,Spring,0,1,12,0,4,1,Mist,0.3,0.3333,0.42,0.0,7,77,84,9.863333333333333
445,2011-01-20,Spring,0,1,13,0,4,1,Mist,0.28,0.2879,0.45,0.1045,12,86,98,9.863333333333333
446,2011-01-20,Spring,0,1,14,0,4,1,Mist,0.3,0.303,0.45,0.1343,6,75,81,9.863333333333333
447,2011-01-20,Spring,0,1,15,0,4,1,Mist,0.32,0.3182,0.45,0.194,8,62,70,9.863333333333333
448,2011-01-20,Spring,0,1,16,0,4,1,Mist,0.3,0.303,0.49,0.1343,8,83,91,9.863333333333333
449,2011-01-20,Spring,0,1,17,0,4,1,Mist,0.3,0.3182,0.49,0.1045,8,207,215,9.863333333333333
450,2011-01-20,Spring,0,1,18,0,4,1,Mist,0.26,0.2576,0.56,0.194,1,184,185,9.863333333333333
451,2011-01-20,Spring,0,1,19,0,4,1,Clear,0.26,0.2273,0.56,0.3284,6,146,152,9.863333333333333
452,2011-01-20,Spring,0,1,20,0,4,1,Mist,0.26,0.2424,0.6,0.2836,2,124,126,9.863333333333333
453,2011-01-20,Spring,0,1,21,0,4,1,Mist,0.24,0.2273,0.6,0.2537,3,54,57,9.863333333333333
454,2011-01-20,Spring,0,1,22,0,4,1,Mist,0.24,0.2121,0.65,0.2836,0,56,56,9.863333333333333
455,2011-01-20,Spring,0,1,23,0,4,1,Mist,0.24,0.2121,0.65,0.3284,3,28,31,9.863333333333333
456,2011-01-21,Spring,0,1,0,0,5,1,Mist,0.24,0.2273,0.7,0.2537,1,20,21,9.891111111111112
457,2011-01-21,Spring,0,1,1,0,5,1,Mist,0.24,0.2273,0.7,0.2537,0,6,6,9.891111111111112
458,2011-01-21,Spring,0,1,2,0,5,1,Light Snow,0.24,0.2424,0.75,0.1642,0,2,2,9.891111111111112
459,2011-01-21,Spring,0,1,3,0,5,1,Light Snow,0.22,0.2121,0.8,0.2985,0,1,1,9.891111111111112
460,2011-01-21,Spring,0,1,4,0,5,1,Mist,0.22,0.2576,0.87,0.0896,0,1,1,9.891111111111112
